"MAPPING — MASTER DATA (Model, Brand, Size, HS Code da co san)",,,,,,,,,
"  Day la MASTER DATA chinh: VBA doc Size/HS Code/Ma noi bo TRUC TIEP tu day theo key MODEL+BRAND.
  Neu mot Model+Brand MOI chua co trong danh sach, VBA se TU TINH du phong va canh bao ban bo sung.
  CHI THEM DONG MOI khi co Model+Brand thuc su chua ton tai (khong sua Size/HS Code cua dong co san tru khi chac chan).",,,,,,,,,
#,MODEL,BRAND,DESCRIPTION (English),INTERNAL CODE,SIZE (CM),HS CODE,TEN HANG (VN),SO LO,PCS/CTN
1481,D121,YAMATACHI,Rubber V Belt YAMATACHI D121,CR.DT.121.YAMA,307.3,401039,YAMATACHI tr?n D121,,10
1482,D122,YAMATACHI,Rubber V Belt YAMATACHI D122,CR.DT.122.YAMA,309.9,401039,YAMATACHI tr?n D122,,10
1483,D123,YAMATACHI,Rubber V Belt YAMATACHI D123,CR.DT.123.YAMA,312.4,401039,YAMATACHI tr?n D123,,10
1484,D124,YAMATACHI,Rubber V Belt YAMATACHI D124,CR.DT.124.YAMA,315,401039,YAMATACHI tr?n D124,,10
1485,D125,YAMATACHI,Rubber V Belt YAMATACHI D125,CR.DT.125.YAMA,317.5,401039,YAMATACHI tr?n D125,,10
1486,D126,YAMATACHI,Rubber V Belt YAMATACHI D126,CR.DT.126.YAMA,320,401039,YAMATACHI tr?n D126,,10
1487,D127,YAMATACHI,Rubber V Belt YAMATACHI D127,CR.DT.127.YAMA,322.6,401039,YAMATACHI tr?n D127,,10
1488,D128,YAMATACHI,Rubber V Belt YAMATACHI D128,CR.DT.128.YAMA,325.1,401039,YAMATACHI tr?n D128,,10
1489,D129,YAMATACHI,Rubber V Belt YAMATACHI D129,CR.DT.129.YAMA,327.7,401039,YAMATACHI tr?n D129,,10
1490,D130,YAMATACHI,Rubber V Belt YAMATACHI D130,CR.DT.130.YAMA,330.2,401039,YAMATACHI tr?n D130,,10
1491,D131,YAMATACHI,Rubber V Belt YAMATACHI D131,CR.DT.131.YAMA,332.7,401039,YAMATACHI tr?n D131,,10
1492,D132,YAMATACHI,Rubber V Belt YAMATACHI D132,CR.DT.132.YAMA,335.3,401039,YAMATACHI tr?n D132,,10
1493,D133,YAMATACHI,Rubber V Belt YAMATACHI D133,CR.DT.133.YAMA,337.8,401039,YAMATACHI tr?n D133,,10
1494,D134,YAMATACHI,Rubber V Belt YAMATACHI D134,CR.DT.134.YAMA,340.4,401039,YAMATACHI tr?n D134,,10
1495,D135,YAMATACHI,Rubber V Belt YAMATACHI D135,CR.DT.135.YAMA,342.9,401039,YAMATACHI tr?n D135,,10
1496,D136,YAMATACHI,Rubber V Belt YAMATACHI D136,CR.DT.136.YAMA,345.4,401039,YAMATACHI tr?n D136,,10
1497,D137,YAMATACHI,Rubber V Belt YAMATACHI D137,CR.DT.137.YAMA,348,401039,YAMATACHI tr?n D137,,10
1498,D138,YAMATACHI,Rubber V Belt YAMATACHI D138,CR.DT.138.YAMA,350.5,401039,YAMATACHI tr?n D138,,10
1499,D139,YAMATACHI,Rubber V Belt YAMATACHI D139,CR.DT.139.YAMA,353.1,401039,YAMATACHI tr?n D139,,10
1500,D140,YAMATACHI,Rubber V Belt YAMATACHI D140,CR.DT.140.YAMA,355.6,401039,YAMATACHI tr?n D140,,10
1501,D141,YAMATACHI,Rubber V Belt YAMATACHI D141,CR.DT.141.YAMA,358.1,401039,YAMATACHI tr?n D141,,9
1502,D142,YAMATACHI,Rubber V Belt YAMATACHI D142,CR.DT.142.YAMA,360.7,401039,YAMATACHI tr?n D142,,9
1503,D143,YAMATACHI,Rubber V Belt YAMATACHI D143,CR.DT.143.YAMA,363.2,401039,YAMATACHI tr?n D143,,9
1504,D144,YAMATACHI,Rubber V Belt YAMATACHI D144,CR.DT.144.YAMA,365.8,401039,YAMATACHI tr?n D144,,9
1505,D145,YAMATACHI,Rubber V Belt YAMATACHI D145,CR.DT.145.YAMA,368.3,401039,YAMATACHI tr?n D145,,9
1506,D146,YAMATACHI,Rubber V Belt YAMATACHI D146,CR.DT.146.YAMA,370.8,401039,YAMATACHI tr?n D146,,9
1507,D147,YAMATACHI,Rubber V Belt YAMATACHI D147,CR.DT.147.YAMA,373.4,401039,YAMATACHI tr?n D147,,9
1508,D148,YAMATACHI,Rubber V Belt YAMATACHI D148,CR.DT.148.YAMA,375.9,401039,YAMATACHI tr?n D148,,9
1509,D149,YAMATACHI,Rubber V Belt YAMATACHI D149,CR.DT.149.YAMA,378.5,401039,YAMATACHI tr?n D149,,9
1510,D150,YAMATACHI,Rubber V Belt YAMATACHI D150,CR.DT.150.YAMA,381,401039,YAMATACHI tr?n D150,,9
1511,D151,YAMATACHI,Rubber V Belt YAMATACHI D151,CR.DT.151.YAMA,383.5,401039,YAMATACHI tr?n D151,,9
1512,D152,YAMATACHI,Rubber V Belt YAMATACHI D152,CR.DT.152.YAMA,386.1,401039,YAMATACHI tr?n D152,,9
1513,D153,YAMATACHI,Rubber V Belt YAMATACHI D153,CR.DT.153.YAMA,388.6,401039,YAMATACHI tr?n D153,,9
1514,D154,YAMATACHI,Rubber V Belt YAMATACHI D154,CR.DT.154.YAMA,391.2,401039,YAMATACHI tr?n D154,,9
1515,D155,YAMATACHI,Rubber V Belt YAMATACHI D155,CR.DT.155.YAMA,393.7,401039,YAMATACHI tr?n D155,,9
1516,D156,YAMATACHI,Rubber V Belt YAMATACHI D156,CR.DT.156.YAMA,396.2,401039,YAMATACHI tr?n D156,,9
1517,D157,YAMATACHI,Rubber V Belt YAMATACHI D157,CR.DT.157.YAMA,398.8,401039,YAMATACHI tr?n D157,,9
1518,D158,YAMATACHI,Rubber V Belt YAMATACHI D158,CR.DT.158.YAMA,401.3,401039,YAMATACHI tr?n D158,,9
1519,D159,YAMATACHI,Rubber V Belt YAMATACHI D159,CR.DT.159.YAMA,403.9,401039,YAMATACHI tr?n D159,,9
1520,D160,YAMATACHI,Rubber V Belt YAMATACHI D160,CR.DT.160.YAMA,406.4,401039,YAMATACHI tr?n D160,,9
1521,D161,YAMATACHI,Rubber V Belt YAMATACHI D161,CR.DT.161.YAMA,408.9,401039,YAMATACHI tr?n D161,,8
1522,D162,YAMATACHI,Rubber V Belt YAMATACHI D162,CR.DT.162.YAMA,411.5,401039,YAMATACHI tr?n D162,,8
1523,D163,YAMATACHI,Rubber V Belt YAMATACHI D163,CR.DT.163.YAMA,414,401039,YAMATACHI tr?n D163,,8
1524,D164,YAMATACHI,Rubber V Belt YAMATACHI D164,CR.DT.164.YAMA,416.6,401039,YAMATACHI tr?n D164,,8
1525,D165,YAMATACHI,Rubber V Belt YAMATACHI D165,CR.DT.165.YAMA,419.1,401039,YAMATACHI tr?n D165,,8
1526,D166,YAMATACHI,Rubber V Belt YAMATACHI D166,CR.DT.166.YAMA,421.6,401039,YAMATACHI tr?n D166,,8
1527,D167,YAMATACHI,Rubber V Belt YAMATACHI D167,CR.DT.167.YAMA,424.2,401039,YAMATACHI tr?n D167,,8
1528,D168,YAMATACHI,Rubber V Belt YAMATACHI D168,CR.DT.168.YAMA,426.7,401039,YAMATACHI tr?n D168,,8
1529,D169,YAMATACHI,Rubber V Belt YAMATACHI D169,CR.DT.169.YAMA,429.3,401039,YAMATACHI tr?n D169,,8
1530,D170,YAMATACHI,Rubber V Belt YAMATACHI D170,CR.DT.170.YAMA,431.8,401039,YAMATACHI tr?n D170,,8
1531,D171,YAMATACHI,Rubber V Belt YAMATACHI D171,CR.DT.171.YAMA,434.3,401039,YAMATACHI tr?n D171,,8
1532,D172,YAMATACHI,Rubber V Belt YAMATACHI D172,CR.DT.172.YAMA,436.9,401039,YAMATACHI tr?n D172,,8
1533,D173,YAMATACHI,Rubber V Belt YAMATACHI D173,CR.DT.173.YAMA,439.4,401039,YAMATACHI tr?n D173,,8
1534,D174,YAMATACHI,Rubber V Belt YAMATACHI D174,CR.DT.174.YAMA,442,401039,YAMATACHI tr?n D174,,8
1535,D175,YAMATACHI,Rubber V Belt YAMATACHI D175,CR.DT.175.YAMA,444.5,401039,YAMATACHI tr?n D175,,8
1536,D176,YAMATACHI,Rubber V Belt YAMATACHI D176,CR.DT.176.YAMA,447,401039,YAMATACHI tr?n D176,,8
1537,D177,YAMATACHI,Rubber V Belt YAMATACHI D177,CR.DT.177.YAMA,449.6,401039,YAMATACHI tr?n D177,,8
1538,D178,YAMATACHI,Rubber V Belt YAMATACHI D178,CR.DT.178.YAMA,452.1,401039,YAMATACHI tr?n D178,,8
1539,D179,YAMATACHI,Rubber V Belt YAMATACHI D179,CR.DT.179.YAMA,454.7,401039,YAMATACHI tr?n D179,,7
1540,D180,YAMATACHI,Rubber V Belt YAMATACHI D180,CR.DT.180.YAMA,457.2,401039,YAMATACHI tr?n D180,,7
1541,D181,YAMATACHI,Rubber V Belt YAMATACHI D181,CR.DT.181.YAMA,459.7,401039,YAMATACHI tr?n D181,,7
1542,D182,YAMATACHI,Rubber V Belt YAMATACHI D182,CR.DT.182.YAMA,462.3,401039,YAMATACHI tr?n D182,,7
1543,D183,YAMATACHI,Rubber V Belt YAMATACHI D183,CR.DT.183.YAMA,464.8,401039,YAMATACHI tr?n D183,,7
1544,D184,YAMATACHI,Rubber V Belt YAMATACHI D184,CR.DT.184.YAMA,467.4,401039,YAMATACHI tr?n D184,,7
1545,D185,YAMATACHI,Rubber V Belt YAMATACHI D185,CR.DT.185.YAMA,469.9,401039,YAMATACHI tr?n D185,,7
1546,D186,YAMATACHI,Rubber V Belt YAMATACHI D186,CR.DT.186.YAMA,472.4,401039,YAMATACHI tr?n D186,,7
1547,D187,YAMATACHI,Rubber V Belt YAMATACHI D187,CR.DT.187.YAMA,475,401039,YAMATACHI tr?n D187,,7
1548,D188,YAMATACHI,Rubber V Belt YAMATACHI D188,CR.DT.188.YAMA,477.5,401039,YAMATACHI tr?n D188,,7
1549,D189,YAMATACHI,Rubber V Belt YAMATACHI D189,CR.DT.189.YAMA,480.1,401039,YAMATACHI tr?n D189,,7
1550,D190,YAMATACHI,Rubber V Belt YAMATACHI D190,CR.DT.190.YAMA,482.6,401039,YAMATACHI tr?n D190,,7
1551,D191,YAMATACHI,Rubber V Belt YAMATACHI D191,CR.DT.191.YAMA,485.1,401039,YAMATACHI tr?n D191,,7
1552,D192,YAMATACHI,Rubber V Belt YAMATACHI D192,CR.DT.192.YAMA,487.7,401039,YAMATACHI tr?n D192,,7
1553,D193,YAMATACHI,Rubber V Belt YAMATACHI D193,CR.DT.193.YAMA,490.2,401039,YAMATACHI tr?n D193,,7
1554,D194,YAMATACHI,Rubber V Belt YAMATACHI D194,CR.DT.194.YAMA,492.8,401039,YAMATACHI tr?n D194,,7
1555,D195,YAMATACHI,Rubber V Belt YAMATACHI D195,CR.DT.195.YAMA,495.3,401039,YAMATACHI tr?n D195,,7
1556,D196,YAMATACHI,Rubber V Belt YAMATACHI D196,CR.DT.196.YAMA,497.8,401039,YAMATACHI tr?n D196,,7
1557,D197,YAMATACHI,Rubber V Belt YAMATACHI D197,CR.DT.197.YAMA,500.4,401039,YAMATACHI tr?n D197,,7
1558,D198,YAMATACHI,Rubber V Belt YAMATACHI D198,CR.DT.198.YAMA,502.9,401039,YAMATACHI tr?n D198,,7
1559,D199,YAMATACHI,Rubber V Belt YAMATACHI D199,CR.DT.199.YAMA,505.5,401039,YAMATACHI tr?n D199,,7
1560,D200,YAMATACHI,Rubber V Belt YAMATACHI D200,CR.DT.200.YAMA,508,401039,YAMATACHI tr?n D200,,7
1561,D201,YAMATACHI,Rubber V Belt YAMATACHI D201,CR.DT.201.YAMA,510.5,401039,YAMATACHI tr?n D201,,7
1562,D202,YAMATACHI,Rubber V Belt YAMATACHI D202,CR.DT.202.YAMA,513.1,401039,YAMATACHI tr?n D202,,6
1563,D203,YAMATACHI,Rubber V Belt YAMATACHI D203,CR.DT.203.YAMA,515.6,401039,YAMATACHI tr?n D203,,6
1564,D204,YAMATACHI,Rubber V Belt YAMATACHI D204,CR.DT.204.YAMA,518.2,401039,YAMATACHI tr?n D204,,6
1565,D205,YAMATACHI,Rubber V Belt YAMATACHI D205,CR.DT.205.YAMA,520.7,401039,YAMATACHI tr?n D205,,6
1566,D206,YAMATACHI,Rubber V Belt YAMATACHI D206,CR.DT.206.YAMA,523.2,401039,YAMATACHI tr?n D206,,6
1567,D207,YAMATACHI,Rubber V Belt YAMATACHI D207,CR.DT.207.YAMA,525.8,401039,YAMATACHI tr?n D207,,6
1568,D208,YAMATACHI,Rubber V Belt YAMATACHI D208,CR.DT.208.YAMA,528.3,401039,YAMATACHI tr?n D208,,6
1569,D209,YAMATACHI,Rubber V Belt YAMATACHI D209,CR.DT.209.YAMA,530.9,401039,YAMATACHI tr?n D209,,6
1570,D210,YAMATACHI,Rubber V Belt YAMATACHI D210,CR.DT.210.YAMA,533.4,401039,YAMATACHI tr?n D210,,6
1571,D211,YAMATACHI,Rubber V Belt YAMATACHI D211,CR.DT.211.YAMA,535.9,401039,YAMATACHI tr?n D211,,6
1572,D212,YAMATACHI,Rubber V Belt YAMATACHI D212,CR.DT.212.YAMA,538.5,401039,YAMATACHI tr?n D212,,6
1573,D213,YAMATACHI,Rubber V Belt YAMATACHI D213,CR.DT.213.YAMA,541,401039,YAMATACHI tr?n D213,,6
1574,D214,YAMATACHI,Rubber V Belt YAMATACHI D214,CR.DT.214.YAMA,543.6,401039,YAMATACHI tr?n D214,,6
1575,D215,YAMATACHI,Rubber V Belt YAMATACHI D215,CR.DT.215.YAMA,546.1,401039,YAMATACHI tr?n D215,,6
1576,D216,YAMATACHI,Rubber V Belt YAMATACHI D216,CR.DT.216.YAMA,548.6,401039,YAMATACHI tr?n D216,,6
1577,D217,YAMATACHI,Rubber V Belt YAMATACHI D217,CR.DT.217.YAMA,551.2,401039,YAMATACHI tr?n D217,,6
1578,D218,YAMATACHI,Rubber V Belt YAMATACHI D218,CR.DT.218.YAMA,553.7,401039,YAMATACHI tr?n D218,,6
1579,D219,YAMATACHI,Rubber V Belt YAMATACHI D219,CR.DT.219.YAMA,556.3,401039,YAMATACHI tr?n D219,,6
1580,D220,YAMATACHI,Rubber V Belt YAMATACHI D220,CR.DT.220.YAMA,558.8,401039,YAMATACHI tr?n D220,,6
1581,D221,YAMATACHI,Rubber V Belt YAMATACHI D221,CR.DT.221.YAMA,561.3,401039,YAMATACHI tr?n D221,,6
1582,D222,YAMATACHI,Rubber V Belt YAMATACHI D222,CR.DT.222.YAMA,563.9,401039,YAMATACHI tr?n D222,,6
1583,D223,YAMATACHI,Rubber V Belt YAMATACHI D223,CR.DT.223.YAMA,566.4,401039,YAMATACHI tr?n D223,,6
1584,D224,YAMATACHI,Rubber V Belt YAMATACHI D224,CR.DT.224.YAMA,569,401039,YAMATACHI tr?n D224,,6
1585,D225,YAMATACHI,Rubber V Belt YAMATACHI D225,CR.DT.225.YAMA,571.5,401039,YAMATACHI tr?n D225,,5
1586,D226,YAMATACHI,Rubber V Belt YAMATACHI D226,CR.DT.226.YAMA,574,401039,YAMATACHI tr?n D226,,5
1587,D227,YAMATACHI,Rubber V Belt YAMATACHI D227,CR.DT.227.YAMA,576.6,401039,YAMATACHI tr?n D227,,5
1588,D228,YAMATACHI,Rubber V Belt YAMATACHI D228,CR.DT.228.YAMA,579.1,401039,YAMATACHI tr?n D228,,5
1589,D229,YAMATACHI,Rubber V Belt YAMATACHI D229,CR.DT.229.YAMA,581.7,401039,YAMATACHI tr?n D229,,5
1590,D230,YAMATACHI,Rubber V Belt YAMATACHI D230,CR.DT.230.YAMA,584.2,401039,YAMATACHI tr?n D230,,5
1591,D231,YAMATACHI,Rubber V Belt YAMATACHI D231,CR.DT.231.YAMA,586.7,401039,YAMATACHI tr?n D231,,5
1592,D232,YAMATACHI,Rubber V Belt YAMATACHI D232,CR.DT.232.YAMA,589.3,401039,YAMATACHI tr?n D232,,5
1593,D233,YAMATACHI,Rubber V Belt YAMATACHI D233,CR.DT.233.YAMA,591.8,401039,YAMATACHI tr?n D233,,5
1594,D234,YAMATACHI,Rubber V Belt YAMATACHI D234,CR.DT.234.YAMA,594.4,401039,YAMATACHI tr?n D234,,5
1595,D235,YAMATACHI,Rubber V Belt YAMATACHI D235,CR.DT.235.YAMA,596.9,401039,YAMATACHI tr?n D235,,5
1596,D236,YAMATACHI,Rubber V Belt YAMATACHI D236,CR.DT.236.YAMA,599.4,401039,YAMATACHI tr?n D236,,5
1597,D237,YAMATACHI,Rubber V Belt YAMATACHI D237,CR.DT.237.YAMA,602,401039,YAMATACHI tr?n D237,,5
1598,D238,YAMATACHI,Rubber V Belt YAMATACHI D238,CR.DT.238.YAMA,604.5,401039,YAMATACHI tr?n D238,,5
1599,D239,YAMATACHI,Rubber V Belt YAMATACHI D239,CR.DT.239.YAMA,607.1,401039,YAMATACHI tr?n D239,,5
1600,D240,YAMATACHI,Rubber V Belt YAMATACHI D240,CR.DT.240.YAMA,609.6,401039,YAMATACHI tr?n D240,,5
1601,D241,YAMATACHI,Rubber V Belt YAMATACHI D241,CR.DT.241.YAMA,612.1,401039,YAMATACHI tr?n D241,,5
1602,D242,YAMATACHI,Rubber V Belt YAMATACHI D242,CR.DT.242.YAMA,614.7,401039,YAMATACHI tr?n D242,,5
1603,D243,YAMATACHI,Rubber V Belt YAMATACHI D243,CR.DT.243.YAMA,617.2,401039,YAMATACHI tr?n D243,,5
1604,D244,YAMATACHI,Rubber V Belt YAMATACHI D244,CR.DT.244.YAMA,619.8,401039,YAMATACHI tr?n D244,,5
1605,D245,YAMATACHI,Rubber V Belt YAMATACHI D245,CR.DT.245.YAMA,622.3,401039,YAMATACHI tr?n D245,,5
1606,D246,YAMATACHI,Rubber V Belt YAMATACHI D246,CR.DT.246.YAMA,624.8,401039,YAMATACHI tr?n D246,,5
1607,D247,YAMATACHI,Rubber V Belt YAMATACHI D247,CR.DT.247.YAMA,627.4,401039,YAMATACHI tr?n D247,,5
1608,D248,YAMATACHI,Rubber V Belt YAMATACHI D248,CR.DT.248.YAMA,629.9,401039,YAMATACHI tr?n D248,,5
1609,D249,YAMATACHI,Rubber V Belt YAMATACHI D249,CR.DT.249.YAMA,632.5,401039,YAMATACHI tr?n D249,,5
1610,D250,YAMATACHI,Rubber V Belt YAMATACHI D250,CR.DT.250.YAMA,635,401039,YAMATACHI tr?n D250,,5
1611,D251,YAMATACHI,Rubber V Belt YAMATACHI D251,CR.DT.251.YAMA,637.5,401039,YAMATACHI tr?n D251,,5
1612,D252,YAMATACHI,Rubber V Belt YAMATACHI D252,CR.DT.252.YAMA,640.1,401039,YAMATACHI tr?n D252,,5
1613,D253,YAMATACHI,Rubber V Belt YAMATACHI D253,CR.DT.253.YAMA,642.6,401039,YAMATACHI tr?n D253,,5
1614,D254,YAMATACHI,Rubber V Belt YAMATACHI D254,CR.DT.254.YAMA,645.2,401039,YAMATACHI tr?n D254,,5
1615,D255,YAMATACHI,Rubber V Belt YAMATACHI D255,CR.DT.255.YAMA,647.7,401039,YAMATACHI tr?n D255,,5
1616,D256,YAMATACHI,Rubber V Belt YAMATACHI D256,CR.DT.256.YAMA,650.2,401039,YAMATACHI tr?n D256,,5
1617,D257,YAMATACHI,Rubber V Belt YAMATACHI D257,CR.DT.257.YAMA,652.8,401039,YAMATACHI tr?n D257,,5
1618,D258,YAMATACHI,Rubber V Belt YAMATACHI D258,CR.DT.258.YAMA,655.3,401039,YAMATACHI tr?n D258,,5
1619,D259,YAMATACHI,Rubber V Belt YAMATACHI D259,CR.DT.259.YAMA,657.9,401039,YAMATACHI tr?n D259,,5
1620,D260,YAMATACHI,Rubber V Belt YAMATACHI D260,CR.DT.260.YAMA,660.4,401039,YAMATACHI tr?n D260,,5
1621,D261,YAMATACHI,Rubber V Belt YAMATACHI D261,CR.DT.261.YAMA,662.9,401039,YAMATACHI tr?n D261,,5
1622,D262,YAMATACHI,Rubber V Belt YAMATACHI D262,CR.DT.262.YAMA,665.5,401039,YAMATACHI tr?n D262,,5
1623,D263,YAMATACHI,Rubber V Belt YAMATACHI D263,CR.DT.263.YAMA,668,401039,YAMATACHI tr?n D263,,5
1624,D264,YAMATACHI,Rubber V Belt YAMATACHI D264,CR.DT.264.YAMA,670.6,401039,YAMATACHI tr?n D264,,5
1625,D265,YAMATACHI,Rubber V Belt YAMATACHI D265,CR.DT.265.YAMA,673.1,401039,YAMATACHI tr?n D265,,5
1626,D266,YAMATACHI,Rubber V Belt YAMATACHI D266,CR.DT.266.YAMA,675.6,401039,YAMATACHI tr?n D266,,5
1627,D267,YAMATACHI,Rubber V Belt YAMATACHI D267,CR.DT.267.YAMA,678.2,401039,YAMATACHI tr?n D267,,5
1628,D268,YAMATACHI,Rubber V Belt YAMATACHI D268,CR.DT.268.YAMA,680.7,401039,YAMATACHI tr?n D268,,5
1629,D269,YAMATACHI,Rubber V Belt YAMATACHI D269,CR.DT.269.YAMA,683.3,401039,YAMATACHI tr?n D269,,5
1630,D270,YAMATACHI,Rubber V Belt YAMATACHI D270,CR.DT.270.YAMA,685.8,401039,YAMATACHI tr?n D270,,5
1631,D272,YAMATACHI,Rubber V Belt YAMATACHI D272,CR.DT.272.YAMA,690.9,401039,YAMATACHI tr?n D272,,5
1632,D273,YAMATACHI,Rubber V Belt YAMATACHI D273,CR.DT.273.YAMA,693.4,401039,YAMATACHI tr?n D273,,5
1633,D275,YAMATACHI,Rubber V Belt YAMATACHI D275,CR.DT.275.YAMA,698.5,401039,YAMATACHI tr?n D275,,5
1634,D277,YAMATACHI,Rubber V Belt YAMATACHI D277,CR.DT.277.YAMA,703.6,401039,YAMATACHI tr?n D277,,5
1635,D278,YAMATACHI,Rubber V Belt YAMATACHI D278,CR.DT.278.YAMA,706.1,401039,YAMATACHI tr?n D278,,5
1636,D280,YAMATACHI,Rubber V Belt YAMATACHI D280,CR.DT.280.YAMA,711.2,401039,YAMATACHI tr?n D280,,5
1637,D285,YAMATACHI,Rubber V Belt YAMATACHI D285,CR.DT.285.YAMA,723.9,401039,YAMATACHI tr?n D285,,5
1638,D290,YAMATACHI,Rubber V Belt YAMATACHI D290,CR.DT.290.YAMA,736.6,401039,YAMATACHI tr?n D290,,4
1639,D295,YAMATACHI,Rubber V Belt YAMATACHI D295,CR.DT.295.YAMA,749.3,401039,YAMATACHI tr?n D295,,4
1640,D300,YAMATACHI,Rubber V Belt YAMATACHI D300,CR.DT.300.YAMA,762,401039,YAMATACHI tr?n D300,,4
1641,D305,YAMATACHI,Rubber V Belt YAMATACHI D305,CR.DT.305.YAMA,774.7,401039,YAMATACHI tr?n D305,,4
1642,D310,YAMATACHI,Rubber V Belt YAMATACHI D310,CR.DT.310.YAMA,787.4,401039,YAMATACHI tr?n D310,,4
1643,D315,YAMATACHI,Rubber V Belt YAMATACHI D315,CR.DT.315.YAMA,800.1,401039,YAMATACHI tr?n D315,,4
1644,D73,YAMATACHI,Rubber V Belt YAMATACHI D73,CR.DT.073.YAMA,185.4,401034,YAMATACHI tr?n D73,,14
1645,D74,YAMATACHI,Rubber V Belt YAMATACHI D74,CR.DT.074.YAMA,188,401034,YAMATACHI tr?n D74,,14
1646,D75,YAMATACHI,Rubber V Belt YAMATACHI D75,CR.DT.075.YAMA,190.5,401034,YAMATACHI tr?n D75,,14
1647,D76,YAMATACHI,Rubber V Belt YAMATACHI D76,CR.DT.076.YAMA,193,401034,YAMATACHI tr?n D76,,14
1648,D77,YAMATACHI,Rubber V Belt YAMATACHI D77,CR.DT.077.YAMA,195.6,401034,YAMATACHI tr?n D77,,14
1649,D78,YAMATACHI,Rubber V Belt YAMATACHI D78,CR.DT.078.YAMA,198.1,401034,YAMATACHI tr?n D78,,14
1650,D79,YAMATACHI,Rubber V Belt YAMATACHI D79,CR.DT.079.YAMA,200.7,401034,YAMATACHI tr?n D79,,#N/A
1651,D90,YAMATACHI,Rubber V Belt YAMATACHI D90,CR.DT.090.YAMA,228.6,401034,YAMATACHI tr?n D90,,14
1652,D91,YAMATACHI,Rubber V Belt YAMATACHI D91,CR.DT.091.YAMA,231.1,401034,YAMATACHI tr?n D91,,14
1653,D92,YAMATACHI,Rubber V Belt YAMATACHI D92,CR.DT.092.YAMA,233.7,401034,YAMATACHI tr?n D92,,14
1654,D93,YAMATACHI,Rubber V Belt YAMATACHI D93,CR.DT.093.YAMA,236.2,401034,YAMATACHI tr?n D93,,14
1655,D94,YAMATACHI,Rubber V Belt YAMATACHI D94,CR.DT.094.YAMA,238.8,401034,YAMATACHI tr?n D94,,14
1656,D95,YAMATACHI,Rubber V Belt YAMATACHI D95,CR.DT.095.YAMA,241.3,401039,YAMATACHI tr?n D95,,14
1657,D96,YAMATACHI,Rubber V Belt YAMATACHI D96,CR.DT.096.YAMA,243.8,401039,YAMATACHI tr?n D96,,14
1658,D97,YAMATACHI,Rubber V Belt YAMATACHI D97,CR.DT.097.YAMA,246.4,401039,YAMATACHI tr?n D97,,14
1659,D98,YAMATACHI,Rubber V Belt YAMATACHI D98,CR.DT.098.YAMA,248.9,401039,YAMATACHI tr?n D98,,14
1660,D99,YAMATACHI,Rubber V Belt YAMATACHI D99,CR.DT.099.YAMA,251.5,401039,YAMATACHI tr?n D99,,14
1661,E175,YAMATACHI,Rubber V Belt YAMATACHI E175,CR.ET.175.YAMA,444.5,401039,YAMATACHI tr?n E175,,5
1662,E185,YAMATACHI,Rubber V Belt YAMATACHI E185,CR.ET.185.YAMA,469.9,401039,YAMATACHI tr?n E185,,4
1663,E190,YAMATACHI,Rubber V Belt YAMATACHI E190,CR.ET.190.YAMA,482.6,401039,YAMATACHI tr?n E190,,4
1664,E195,YAMATACHI,Rubber V Belt YAMATACHI E195,CR.ET.195.YAMA,495.3,401039,YAMATACHI tr?n E195,,4
1665,E200,YAMATACHI,Rubber V Belt YAMATACHI E200,CR.ET.200.YAMA,508,401039,YAMATACHI tr?n E200,,4
1666,E220,YAMATACHI,Rubber V Belt YAMATACHI E220,CR.ET.220.YAMA,558.8,401039,YAMATACHI tr?n E220,,4
1667,E240,YAMATACHI,Rubber V Belt YAMATACHI E240,CR.ET.240.YAMA,609.6,401039,YAMATACHI tr?n E240,,5
1668,E250,YAMATACHI,Rubber V Belt YAMATACHI E250,CR.ET.250.YAMA,635,401039,YAMATACHI tr?n E250,,4
1669,E270,YAMATACHI,Rubber V Belt YAMATACHI E270,CR.ET.270.YAMA,685.8,401039,YAMATACHI tr?n E270,,3
1670,E300,YAMATACHI,Rubber V Belt YAMATACHI E300,CR.ET.300.YAMA,762,401039,YAMATACHI tr?n E300,,3
1671,E370,YAMATACHI,Rubber V Belt YAMATACHI E370,CR.ET.370.YAMA,939.8,401039,YAMATACHI tr?n E370,,2
1672,FM16,YAMATACHI,Rubber V Belt YAMATACHI FM16,CR.FMT.016.YAMA,40.6,401039,YAMATACHI tr?n FM16,,600
1673,FM17,YAMATACHI,Rubber V Belt YAMATACHI FM17,CR.FMT.017.YAMA,43.2,401039,YAMATACHI tr?n FM17,,600
1674,FM18,YAMATACHI,Rubber V Belt YAMATACHI FM18,CR.FMT.018.YAMA,45.7,401039,YAMATACHI tr?n FM18,,600
1675,FM19,YAMATACHI,Rubber V Belt YAMATACHI FM19,CR.FMT.019.YAMA,48.3,401039,YAMATACHI tr?n FM19,,600
1676,FM20,YAMATACHI,Rubber V Belt YAMATACHI FM20,CR.FMT.020.YAMA,50.8,401039,YAMATACHI tr?n FM20,,600
1677,FM21,YAMATACHI,Rubber V Belt YAMATACHI FM21,CR.FMT.021.YAMA,53.3,401039,YAMATACHI tr?n FM21,,500
1678,FM22,YAMATACHI,Rubber V Belt YAMATACHI FM22,CR.FMT.022.YAMA,55.9,401039,YAMATACHI tr?n FM22,,500
